major_name,major_description,university_name,country,university_score,major_name_vi,major_description_vi
Decentralized Finance (DeFi): The Future of Finance," BlockChain, FinTech, Finance, Algorithms, Cryptography, Payments, Banking, Risk Management, Contract Management, Computational Logic, Innovation, Regulations and Compliance, Securities Trading, Strategy and Operations, Cyberattacks, Financial Analysis, Investment Management, Security Engineering",duke university,USA,57.72,Tài chính phi tập trung (DeFi): Tương lai của tài chính,"BlockChain, FinTech, Tài chính, Thuật toán, Mật mã, Thanh toán, Ngân hàng, Quản lý rủi ro, Quản lý hợp đồng, Logic tính toán, Đổi mới, Quy định và tuân thủ, Giao dịch chứng khoán, Chiến lược và hoạt động, Tấn công mạng, Phân tích tài chính, Quản lý đầu tư, Kỹ thuật bảo mật"
Decentralized Finance (DeFi): The Future of Finance," BlockChain, FinTech, Finance, Algorithms, Cryptography, Payments, Banking, Risk Management, Contract Management, Computational Logic, Innovation, Regulations and Compliance, Securities Trading, Strategy and Operations, Cyberattacks, Financial Analysis, Investment Management, Security Engineering",duke university,USA,63.56,Tài chính phi tập trung (DeFi): Tương lai của tài chính,"BlockChain, FinTech, Tài chính, Thuật toán, Mật mã, Thanh toán, Ngân hàng, Quản lý rủi ro, Quản lý hợp đồng, Logic tính toán, Đổi mới, Quy định và tuân thủ, Giao dịch chứng khoán, Chiến lược và hoạt động, Tấn công mạng, Phân tích tài chính, Quản lý đầu tư, Kỹ thuật bảo mật"
Decentralized Finance (DeFi): The Future of Finance," BlockChain, FinTech, Finance, Algorithms, Cryptography, Payments, Banking, Risk Management, Contract Management, Computational Logic, Innovation, Regulations and Compliance, Securities Trading, Strategy and Operations, Cyberattacks, Financial Analysis, Investment Management, Security Engineering",duke university,USA,61.55,Tài chính phi tập trung (DeFi): Tương lai của tài chính,"BlockChain, FinTech, Tài chính, Thuật toán, Mật mã, Thanh toán, Ngân hàng, Quản lý rủi ro, Quản lý hợp đồng, Logic tính toán, Đổi mới, Quy định và tuân thủ, Giao dịch chứng khoán, Chiến lược và hoạt động, Tấn công mạng, Phân tích tài chính, Quản lý đầu tư, Kỹ thuật bảo mật"
How Software Ate Finance," Finance, Banking, FinTech, Leadership and Management, Financial Management, BlockChain, Investment Management, Market Analysis, Product Strategy, Risk Management, Payments",stanford university,USA,89.5,Phần mềm ăn tài chính như thế nào,"Tài chính, Ngân hàng, FinTech, Lãnh đạo và Quản lý, Quản lý tài chính, BlockChain, Quản lý đầu tư, Phân tích thị trường, Chiến lược sản phẩm, Quản lý rủi ro, Thanh toán"
How Software Ate Finance," Finance, Banking, FinTech, Leadership and Management, Financial Management, BlockChain, Investment Management, Market Analysis, Product Strategy, Risk Management, Payments",stanford university,USA,93.94,Phần mềm ăn tài chính như thế nào,"Tài chính, Ngân hàng, FinTech, Lãnh đạo và Quản lý, Quản lý tài chính, BlockChain, Quản lý đầu tư, Phân tích thị trường, Chiến lược sản phẩm, Quản lý rủi ro, Thanh toán"
How Software Ate Finance," Finance, Banking, FinTech, Leadership and Management, Financial Management, BlockChain, Investment Management, Market Analysis, Product Strategy, Risk Management, Payments",stanford university,USA,99.09,Phần mềm ăn tài chính như thế nào,"Tài chính, Ngân hàng, FinTech, Lãnh đạo và Quản lý, Quản lý tài chính, BlockChain, Quản lý đầu tư, Phân tích thị trường, Chiến lược sản phẩm, Quản lý rủi ro, Thanh toán"
How Software Ate Finance," Finance, Banking, FinTech, Leadership and Management, Financial Management, BlockChain, Investment Management, Market Analysis, Product Strategy, Risk Management, Payments",stanford university,USA,98.66,Phần mềm ăn tài chính như thế nào,"Tài chính, Ngân hàng, FinTech, Lãnh đạo và Quản lý, Quản lý tài chính, BlockChain, Quản lý đầu tư, Phân tích thị trường, Chiến lược sản phẩm, Quản lý rủi ro, Thanh toán"
FinTech Security and Regulation (RegTech)," FinTech, Regulations and Compliance, Risk Management, Banking, Finance, Financial Analysis, Human Factors (Security), Leadership and Management",the hong kong university of science and technology,Unknown,62.39938193343899,Quy định và bảo mật FinTech (RegTech),"FinTech, Quy định và tuân thủ, Quản lý rủi ro, Ngân hàng, Tài chính, Phân tích tài chính, Yếu tố con người (Bảo mật), Lãnh đạo và Quản lý"
FinTech and the Transformation in Financial Services," Banking, FinTech, Finance, Payments, BlockChain, Business Transformation, Cash Management, Innovation, Investment Management, Leadership and Management",copenhagen business school,Unknown,62.39938193343899,FinTech và sự chuyển đổi trong dịch vụ tài chính,"Ngân hàng, FinTech, Tài chính, Thanh toán, BlockChain, Chuyển đổi kinh doanh, Quản lý tiền mặt, Đổi mới, Quản lý đầu tư, Lãnh đạo và Quản lý"
Python and Statistics for Financial Analysis," Basic Descriptive Statistics, Computer Programming, Data Analysis, Finance, Financial Analysis, Probability & Statistics, Python Programming, Statistical Analysis, General Statistics, Probability Distribution, Statistical Programming, Data Visualization",the hong kong university of science and technology,Unknown,62.39938193343899,Python và Thống kê cho Phân tích Tài chính,"Thống kê mô tả cơ bản, Lập trình máy tính, Phân tích dữ liệu, Tài chính, Phân tích tài chính, Xác suất & Thống kê, Lập trình Python, Phân tích thống kê, Thống kê tổng hợp, Phân phối xác suất, Lập trình thống kê, Trực quan hóa dữ liệu"
Supply Chain Finance Market and Fintech Ecosystem," Finance, Supply Chain and Logistics, Supply Chain Systems, FinTech",new york institute of finance,Unknown,62.39938193343899,Thị trường tài chính chuỗi cung ứng và hệ sinh thái Fintech,"Tài chính, Chuỗi cung ứng và hậu cần, Hệ thống chuỗi cung ứng, FinTech"
FinTech Risk Management," FinTech, Leadership and Management, Risk Management, Finance, Business Process Management, Computer Security Incident Management, Regulations and Compliance",the hong kong university of science and technology,Unknown,62.39938193343899,Quản lý rủi ro FinTech,"FinTech, Lãnh đạo và Quản lý, Quản lý rủi ro, Tài chính, Quản lý quy trình kinh doanh, Quản lý sự cố bảo mật máy tính, Quy định và tuân thủ"
Supply Chain Finance and Blockchain Technology," Supply Chain and Logistics, Supply Chain Systems, Finance, Accounts Payable and Receivable, Supplier Relationship Management, BlockChain, Payments, Cash Management, Financial Accounting, Financial Management, Leadership and Management, Financial Analysis, FinTech, Procurement",new york institute of finance,Unknown,62.39938193343899,Tài chính chuỗi cung ứng và công nghệ chuỗi khối,"Chuỗi cung ứng và hậu cần, Hệ thống chuỗi cung ứng, Tài chính, Tài khoản phải trả và phải thu, Quản lý quan hệ nhà cung cấp, Chuỗi khối, Thanh toán, Quản lý tiền mặt, Kế toán tài chính, Quản lý tài chính, Lãnh đạo và quản lý, Phân tích tài chính, Công nghệ tài chính, Mua sắm"
Financial Regulation in Emerging Markets and the Rise of Fintech Companies," Finance, Banking, FinTech, Financial Analysis, Regulations and Compliance, Securities Trading",university of cape town,South Africa,46.78,Quy định tài chính ở các thị trường mới nổi và sự trỗi dậy của các công ty Fintech,"Tài chính, Ngân hàng, Công nghệ tài chính, Phân tích tài chính, Quy định và tuân thủ, Giao dịch chứng khoán"
Financial Regulation in Emerging Markets and the Rise of Fintech Companies," Finance, Banking, FinTech, Financial Analysis, Regulations and Compliance, Securities Trading",university of cape town,South Africa,46.58,Quy định tài chính ở các thị trường mới nổi và sự trỗi dậy của các công ty Fintech,"Tài chính, Ngân hàng, Công nghệ tài chính, Phân tích tài chính, Quy định và tuân thủ, Giao dịch chứng khoán"
Economics of Money and Banking," Banking, Finance",columbia university,USA,78.86,Kinh tế tiền tệ và ngân hàng,"Ngân hàng, Tài chính"
Economics of Money and Banking," Banking, Finance",columbia university,USA,88.21,Kinh tế tiền tệ và ngân hàng,"Ngân hàng, Tài chính"
Economics of Money and Banking," Banking, Finance",columbia university,USA,97.41,Kinh tế tiền tệ và ngân hàng,"Ngân hàng, Tài chính"
Economics of Money and Banking," Banking, Finance",columbia university,USA,96.14,Kinh tế tiền tệ và ngân hàng,"Ngân hàng, Tài chính"
"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding"," FinTech, Finance, Entrepreneurship, Decision Making, Critical Thinking, Innovation, Risk Management, Strategy, Strategy and Operations, Underwriting",university of michigan,Unknown,62.39938193343899,"Huy động vốn: Công nghệ tín dụng, cung cấp tiền xu và huy động vốn từ cộng đồng","Công nghệ tài chính, Tài chính, Tinh thần kinh doanh, Ra quyết định, Tư duy phản biện, Đổi mới, Quản lý rủi ro, Chiến lược, Chiến lược và hoạt động, Bảo lãnh phát hành"
Banking and Financial Institutions," Accounting, Banking, Finance, Financial Analysis, Leadership and Management, Financial Accounting, Financial Management, Investment Management, Risk Management, Regulations and Compliance",university of illinois at urbana-champaign,Unknown,62.39938193343899,Tổ chức tài chính ngân hàng,"Kế toán, Ngân hàng, Tài chính, Phân tích tài chính, Lãnh đạo và Quản lý, Kế toán tài chính, Quản lý tài chính, Quản lý đầu tư, Quản lý rủi ro, Quy định và tuân thủ"
"Application of AI, InsurTech, and Real Estate Technology"," FinTech, Applied Machine Learning, Finance, Financial Analysis, Human Learning, Innovation, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Product Strategy, BlockChain",university of pennsylvania,USA,73.64,"Ứng dụng công nghệ AI, InsurTech và Bất động sản","FinTech, Học máy ứng dụng, Tài chính, Phân tích tài chính, Học tập của con người, Đổi mới, Học máy, Thuật toán học máy, Phần mềm học máy, Chiến lược sản phẩm, BlockChain"
"Application of AI, InsurTech, and Real Estate Technology"," FinTech, Applied Machine Learning, Finance, Financial Analysis, Human Learning, Innovation, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Product Strategy, BlockChain",university of pennsylvania,USA,77.24,"Ứng dụng công nghệ AI, InsurTech và Bất động sản","FinTech, Học máy ứng dụng, Tài chính, Phân tích tài chính, Học tập của con người, Đổi mới, Học máy, Thuật toán học máy, Phần mềm học máy, Chiến lược sản phẩm, BlockChain"
"Application of AI, InsurTech, and Real Estate Technology"," FinTech, Applied Machine Learning, Finance, Financial Analysis, Human Learning, Innovation, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Product Strategy, BlockChain",university of pennsylvania,USA,79.3,"Ứng dụng công nghệ AI, InsurTech và Bất động sản","FinTech, Học máy ứng dụng, Tài chính, Phân tích tài chính, Học tập của con người, Đổi mới, Học máy, Thuật toán học máy, Phần mềm học máy, Chiến lược sản phẩm, BlockChain"
"Application of AI, InsurTech, and Real Estate Technology"," FinTech, Applied Machine Learning, Finance, Financial Analysis, Human Learning, Innovation, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Product Strategy, BlockChain",university of pennsylvania,USA,77.6,"Ứng dụng công nghệ AI, InsurTech và Bất động sản","FinTech, Học máy ứng dụng, Tài chính, Phân tích tài chính, Học tập của con người, Đổi mới, Học máy, Thuật toán học máy, Phần mềm học máy, Chiến lược sản phẩm, BlockChain"
"Lending, Crowdfunding, and Modern Investing"," FinTech, Finance, Innovation, Entrepreneurial Finance, Financial Management, General Statistics, Investment Management, Risk Management, Securities Trading",university of pennsylvania,USA,73.64,"Cho vay, huy động vốn từ cộng đồng và đầu tư hiện đại","Công nghệ tài chính, Tài chính, Đổi mới, Tài chính khởi nghiệp, Quản lý tài chính, Thống kê tổng hợp, Quản lý đầu tư, Quản lý rủi ro, Giao dịch chứng khoán"
"Lending, Crowdfunding, and Modern Investing"," FinTech, Finance, Innovation, Entrepreneurial Finance, Financial Management, General Statistics, Investment Management, Risk Management, Securities Trading",university of pennsylvania,USA,77.24,"Cho vay, huy động vốn từ cộng đồng và đầu tư hiện đại","Công nghệ tài chính, Tài chính, Đổi mới, Tài chính khởi nghiệp, Quản lý tài chính, Thống kê tổng hợp, Quản lý đầu tư, Quản lý rủi ro, Giao dịch chứng khoán"
"Lending, Crowdfunding, and Modern Investing"," FinTech, Finance, Innovation, Entrepreneurial Finance, Financial Management, General Statistics, Investment Management, Risk Management, Securities Trading",university of pennsylvania,USA,79.3,"Cho vay, huy động vốn từ cộng đồng và đầu tư hiện đại","Công nghệ tài chính, Tài chính, Đổi mới, Tài chính khởi nghiệp, Quản lý tài chính, Thống kê tổng hợp, Quản lý đầu tư, Quản lý rủi ro, Giao dịch chứng khoán"
"Lending, Crowdfunding, and Modern Investing"," FinTech, Finance, Innovation, Entrepreneurial Finance, Financial Management, General Statistics, Investment Management, Risk Management, Securities Trading",university of pennsylvania,USA,77.6,"Cho vay, huy động vốn từ cộng đồng và đầu tư hiện đại","Công nghệ tài chính, Tài chính, Đổi mới, Tài chính khởi nghiệp, Quản lý tài chính, Thống kê tổng hợp, Quản lý đầu tư, Quản lý rủi ro, Giao dịch chứng khoán"
Blockchain Revolution," BlockChain, Finance, FinTech, Innovation, Cryptography, Strategy and Operations, System Security, Distributed Computing Architecture, Leadership and Management, Contract Management, Entrepreneurship, Network Model, Network Security, Regulations and Compliance, Research and Design, Strategy, Human Resources, Risk Management, Software Security, Recruitment",insead,Unknown,62.39938193343899,Cuộc cách mạng chuỗi khối,"BlockChain, Tài chính, Công nghệ tài chính, Đổi mới, Mật mã, Chiến lược và vận hành, Bảo mật hệ thống, Kiến trúc máy tính phân tán, Lãnh đạo và quản lý, Quản lý hợp đồng, Tinh thần kinh doanh, Mô hình mạng, An ninh mạng, Quy định và tuân thủ, Nghiên cứu và thiết kế, Chiến lược, Nhân sự, Quản lý rủi ro, Bảo mật phần mềm, Tuyển dụng"
Blockchain Revolution in Financial Services," BlockChain, Finance, Cryptography, FinTech, Business Transformation, Innovation, Distributed Computing Architecture, Payments, Leadership and Management, System Security, Network Security, Accounting, Banking, Business Process Management, Contract Management, Financial Accounting, Financial Management, Problem Solving, Security Strategy",insead,Unknown,62.39938193343899,Cuộc cách mạng chuỗi khối trong dịch vụ tài chính,"BlockChain, Tài chính, Mật mã, FinTech, Chuyển đổi kinh doanh, Đổi mới, Kiến trúc máy tính phân tán, Thanh toán, Lãnh đạo và Quản lý, Bảo mật hệ thống, An ninh mạng, Kế toán, Ngân hàng, Quản lý quy trình kinh doanh, Quản lý hợp đồng, Kế toán tài chính, Quản lý tài chính, Giải quyết vấn đề, Chiến lược bảo mật"
Building Fintech Startups in Emerging Markets," Business Development, Entrepreneurship, FinTech",university of cape town,South Africa,46.78,Xây dựng các công ty khởi nghiệp Fintech tại các thị trường mới nổi,"Phát triển kinh doanh, Tinh thần kinh doanh, FinTech"
Building Fintech Startups in Emerging Markets," Business Development, Entrepreneurship, FinTech",university of cape town,South Africa,46.58,Xây dựng các công ty khởi nghiệp Fintech tại các thị trường mới nổi,"Phát triển kinh doanh, Tinh thần kinh doanh, FinTech"
Entrepreneurial Finance: Strategy and Innovation," Finance, Entrepreneurial Finance, Risk Management, Probability & Statistics, R Programming, Entrepreneurship, Data Analysis, Investment Management, Statistical Analysis, Statistical Programming, Financial Analysis, Leadership and Management, BlockChain, Cryptography, FinTech, Statistical Tests, Financial Management, Algorithms, Innovation, System Security, Microsoft Excel",duke university,USA,58.37,Tài chính doanh nghiệp: Chiến lược và đổi mới,"Tài chính, Tài chính doanh nhân, Quản lý rủi ro, Xác suất & Thống kê, Lập trình R, Tinh thần khởi nghiệp, Phân tích dữ liệu, Quản lý đầu tư, Phân tích thống kê, Lập trình thống kê, Phân tích tài chính, Lãnh đạo và quản lý, Chuỗi khối, Mật mã, FinTech, Kiểm tra thống kê, Quản lý tài chính, Thuật toán, Đổi mới, Bảo mật hệ thống, Microsoft Excel"
Entrepreneurial Finance: Strategy and Innovation," Finance, Entrepreneurial Finance, Risk Management, Probability & Statistics, R Programming, Entrepreneurship, Data Analysis, Investment Management, Statistical Analysis, Statistical Programming, Financial Analysis, Leadership and Management, BlockChain, Cryptography, FinTech, Statistical Tests, Financial Management, Algorithms, Innovation, System Security, Microsoft Excel",duke university,USA,57.72,Tài chính doanh nghiệp: Chiến lược và đổi mới,"Tài chính, Tài chính doanh nhân, Quản lý rủi ro, Xác suất & Thống kê, Lập trình R, Tinh thần khởi nghiệp, Phân tích dữ liệu, Quản lý đầu tư, Phân tích thống kê, Lập trình thống kê, Phân tích tài chính, Lãnh đạo và quản lý, Chuỗi khối, Mật mã, FinTech, Kiểm tra thống kê, Quản lý tài chính, Thuật toán, Đổi mới, Bảo mật hệ thống, Microsoft Excel"
Entrepreneurial Finance: Strategy and Innovation," Finance, Entrepreneurial Finance, Risk Management, Probability & Statistics, R Programming, Entrepreneurship, Data Analysis, Investment Management, Statistical Analysis, Statistical Programming, Financial Analysis, Leadership and Management, BlockChain, Cryptography, FinTech, Statistical Tests, Financial Management, Algorithms, Innovation, System Security, Microsoft Excel",duke university,USA,63.56,Tài chính doanh nghiệp: Chiến lược và đổi mới,"Tài chính, Tài chính doanh nhân, Quản lý rủi ro, Xác suất & Thống kê, Lập trình R, Tinh thần khởi nghiệp, Phân tích dữ liệu, Quản lý đầu tư, Phân tích thống kê, Lập trình thống kê, Phân tích tài chính, Lãnh đạo và quản lý, Chuỗi khối, Mật mã, FinTech, Kiểm tra thống kê, Quản lý tài chính, Thuật toán, Đổi mới, Bảo mật hệ thống, Microsoft Excel"
Entrepreneurial Finance: Strategy and Innovation," Finance, Entrepreneurial Finance, Risk Management, Probability & Statistics, R Programming, Entrepreneurship, Data Analysis, Investment Management, Statistical Analysis, Statistical Programming, Financial Analysis, Leadership and Management, BlockChain, Cryptography, FinTech, Statistical Tests, Financial Management, Algorithms, Innovation, System Security, Microsoft Excel",duke university,USA,61.55,Tài chính doanh nghiệp: Chiến lược và đổi mới,"Tài chính, Tài chính doanh nhân, Quản lý rủi ro, Xác suất & Thống kê, Lập trình R, Tinh thần khởi nghiệp, Phân tích dữ liệu, Quản lý đầu tư, Phân tích thống kê, Lập trình thống kê, Phân tích tài chính, Lãnh đạo và quản lý, Chuỗi khối, Mật mã, FinTech, Kiểm tra thống kê, Quản lý tài chính, Thuật toán, Đổi mới, Bảo mật hệ thống, Microsoft Excel"
Decentralized Finance (DeFi) Opportunities and Risks," BlockChain, FinTech, Finance, Cyberattacks, Risk Management, Security Engineering",duke university,USA,58.37,Cơ hội và rủi ro tài chính phi tập trung (DeFi),"BlockChain, FinTech, Tài chính, Tấn công mạng, Quản lý rủi ro, Kỹ thuật bảo mật"
Decentralized Finance (DeFi) Opportunities and Risks," BlockChain, FinTech, Finance, Cyberattacks, Risk Management, Security Engineering",duke university,USA,57.72,Cơ hội và rủi ro tài chính phi tập trung (DeFi),"BlockChain, FinTech, Tài chính, Tấn công mạng, Quản lý rủi ro, Kỹ thuật bảo mật"
Decentralized Finance (DeFi) Opportunities and Risks," BlockChain, FinTech, Finance, Cyberattacks, Risk Management, Security Engineering",duke university,USA,63.56,Cơ hội và rủi ro tài chính phi tập trung (DeFi),"BlockChain, FinTech, Tài chính, Tấn công mạng, Quản lý rủi ro, Kỹ thuật bảo mật"
Decentralized Finance (DeFi) Opportunities and Risks," BlockChain, FinTech, Finance, Cyberattacks, Risk Management, Security Engineering",duke university,USA,61.55,Cơ hội và rủi ro tài chính phi tập trung (DeFi),"BlockChain, FinTech, Tài chính, Tấn công mạng, Quản lý rủi ro, Kỹ thuật bảo mật"
Decentralized Finance (DeFi) Infrastructure," BlockChain, Cryptography, FinTech, Finance, Algorithms, Banking, Payments, Innovation, Regulations and Compliance, Risk Management",duke university,USA,58.37,Cơ sở hạ tầng tài chính phi tập trung (DeFi),"BlockChain, Mật mã, FinTech, Tài chính, Thuật toán, Ngân hàng, Thanh toán, Đổi mới, Quy định và tuân thủ, Quản lý rủi ro"
Decentralized Finance (DeFi) Infrastructure," BlockChain, Cryptography, FinTech, Finance, Algorithms, Banking, Payments, Innovation, Regulations and Compliance, Risk Management",duke university,USA,57.72,Cơ sở hạ tầng tài chính phi tập trung (DeFi),"BlockChain, Mật mã, FinTech, Tài chính, Thuật toán, Ngân hàng, Thanh toán, Đổi mới, Quy định và tuân thủ, Quản lý rủi ro"
Decentralized Finance (DeFi) Infrastructure," BlockChain, Cryptography, FinTech, Finance, Algorithms, Banking, Payments, Innovation, Regulations and Compliance, Risk Management",duke university,USA,63.56,Cơ sở hạ tầng tài chính phi tập trung (DeFi),"BlockChain, Mật mã, FinTech, Tài chính, Thuật toán, Ngân hàng, Thanh toán, Đổi mới, Quy định và tuân thủ, Quản lý rủi ro"
Decentralized Finance (DeFi) Infrastructure," BlockChain, Cryptography, FinTech, Finance, Algorithms, Banking, Payments, Innovation, Regulations and Compliance, Risk Management",duke university,USA,61.55,Cơ sở hạ tầng tài chính phi tập trung (DeFi),"BlockChain, Mật mã, FinTech, Tài chính, Thuật toán, Ngân hàng, Thanh toán, Đổi mới, Quy định và tuân thủ, Quản lý rủi ro"
Blockchain Business Models," BlockChain, Cryptography, Finance, Entrepreneurial Finance, FinTech, Algorithms, Innovation, System Security",duke university,USA,58.37,Mô hình kinh doanh chuỗi khối,"BlockChain, Mật mã, Tài chính, Tài chính doanh nghiệp, FinTech, Thuật toán, Đổi mới, Bảo mật hệ thống"
Blockchain Business Models," BlockChain, Cryptography, Finance, Entrepreneurial Finance, FinTech, Algorithms, Innovation, System Security",duke university,USA,57.72,Mô hình kinh doanh chuỗi khối,"BlockChain, Mật mã, Tài chính, Tài chính doanh nghiệp, FinTech, Thuật toán, Đổi mới, Bảo mật hệ thống"
Blockchain Business Models," BlockChain, Cryptography, Finance, Entrepreneurial Finance, FinTech, Algorithms, Innovation, System Security",duke university,USA,63.56,Mô hình kinh doanh chuỗi khối,"BlockChain, Mật mã, Tài chính, Tài chính doanh nghiệp, FinTech, Thuật toán, Đổi mới, Bảo mật hệ thống"
Blockchain Business Models," BlockChain, Cryptography, Finance, Entrepreneurial Finance, FinTech, Algorithms, Innovation, System Security",duke university,USA,61.55,Mô hình kinh doanh chuỗi khối,"BlockChain, Mật mã, Tài chính, Tài chính doanh nghiệp, FinTech, Thuật toán, Đổi mới, Bảo mật hệ thống"
Introduction to Blockchain for Financial Services," BlockChain, Cryptography, Finance, Distributed Computing Architecture, Innovation, Network Security, Business Transformation, FinTech, Problem Solving, Security Strategy",insead,Unknown,62.39938193343899,Giới thiệu về Blockchain cho Dịch vụ Tài chính,"BlockChain, Mật mã, Tài chính, Kiến trúc máy tính phân tán, Đổi mới, An ninh mạng, Chuyển đổi kinh doanh, Công nghệ tài chính, Giải quyết vấn đề, Chiến lược bảo mật"
Creating and Developing a Tech Startup," Entrepreneurship, Innovation, Leadership and Management, Strategy, Strategy and Operations, Planning",école polytechnique,France,48.33,Tạo và phát triển một công ty khởi nghiệp công nghệ,"Doanh nhân, Đổi mới, Lãnh đạo và Quản lý, Chiến lược, Chiến lược và Hoạt động, Lập kế hoạch"
Creating and Developing a Tech Startup," Entrepreneurship, Innovation, Leadership and Management, Strategy, Strategy and Operations, Planning",école polytechnique,France,45.38,Tạo và phát triển một công ty khởi nghiệp công nghệ,"Doanh nhân, Đổi mới, Lãnh đạo và Quản lý, Chiến lược, Chiến lược và Hoạt động, Lập kế hoạch"
Creating and Developing a Tech Startup," Entrepreneurship, Innovation, Leadership and Management, Strategy, Strategy and Operations, Planning",école polytechnique,France,59.54,Tạo và phát triển một công ty khởi nghiệp công nghệ,"Doanh nhân, Đổi mới, Lãnh đạo và Quản lý, Chiến lược, Chiến lược và Hoạt động, Lập kế hoạch"
Creating and Developing a Tech Startup," Entrepreneurship, Innovation, Leadership and Management, Strategy, Strategy and Operations, Planning",école polytechnique,France,59.2,Tạo và phát triển một công ty khởi nghiệp công nghệ,"Doanh nhân, Đổi mới, Lãnh đạo và Quản lý, Chiến lược, Chiến lược và Hoạt động, Lập kế hoạch"
Agile with Atlassian Jira," Agile Software Development, Leadership and Management, Planning, Product Development, Product Management, Project Management, Scrum (Software Development), Software Engineering, Software Testing, Technical Product Management, Jira (Software)",atlassian,Unknown,62.39938193343899,Nhanh nhẹn với Atlassian Jira,"Phát triển phần mềm linh hoạt, Lãnh đạo và quản lý, Lập kế hoạch, Phát triển sản phẩm, Quản lý sản phẩm, Quản lý dự án, Scrum (Phát triển phần mềm), Kỹ thuật phần mềm, Kiểm thử phần mềm, Quản lý sản phẩm kỹ thuật, Jira (Phần mềm)"
How Entrepreneurs in Emerging Markets can master the Blockchain Technology," BlockChain, Cryptography, Entrepreneurship",university of cape town,South Africa,46.78,Làm thế nào các doanh nhân ở các thị trường mới nổi có thể làm chủ Công nghệ chuỗi khối,"BlockChain, Mật mã, Tinh thần kinh doanh"
How Entrepreneurs in Emerging Markets can master the Blockchain Technology," BlockChain, Cryptography, Entrepreneurship",university of cape town,South Africa,46.58,Làm thế nào các doanh nhân ở các thị trường mới nổi có thể làm chủ Công nghệ chuỗi khối,"BlockChain, Mật mã, Tinh thần kinh doanh"
Marketing Digital," Digital Marketing, Marketing, Customer Analysis, Market Analysis, Social Media, E-Commerce, Strategy, Marketing Management, Media Strategy & Planning, Product Marketing, Search Engine Optimization",universidade de são paulo,Unknown,62.39938193343899,Tiếp thị kỹ thuật số,"Tiếp thị kỹ thuật số, Tiếp thị, Phân tích khách hàng, Phân tích thị trường, Truyền thông xã hội, Thương mại điện tử, Chiến lược, Quản lý tiếp thị, Lập kế hoạch và chiến lược truyền thông, Tiếp thị sản phẩm, Tối ưu hóa công cụ tìm kiếm"
Financing for Startup Businesses," Entrepreneurial Finance, Finance, Entrepreneurship, Financial Analysis, FinTech, Financial Management, Investment Management, Microsoft Excel",duke university,USA,58.37,Tài trợ cho các doanh nghiệp khởi nghiệp,"Tài chính doanh nghiệp, Tài chính, Tinh thần kinh doanh, Phân tích tài chính, Công nghệ tài chính, Quản lý tài chính, Quản lý đầu tư, Microsoft Excel"
Financing for Startup Businesses," Entrepreneurial Finance, Finance, Entrepreneurship, Financial Analysis, FinTech, Financial Management, Investment Management, Microsoft Excel",duke university,USA,57.72,Tài trợ cho các doanh nghiệp khởi nghiệp,"Tài chính doanh nghiệp, Tài chính, Tinh thần kinh doanh, Phân tích tài chính, Công nghệ tài chính, Quản lý tài chính, Quản lý đầu tư, Microsoft Excel"
Financing for Startup Businesses," Entrepreneurial Finance, Finance, Entrepreneurship, Financial Analysis, FinTech, Financial Management, Investment Management, Microsoft Excel",duke university,USA,63.56,Tài trợ cho các doanh nghiệp khởi nghiệp,"Tài chính doanh nghiệp, Tài chính, Tinh thần kinh doanh, Phân tích tài chính, Công nghệ tài chính, Quản lý tài chính, Quản lý đầu tư, Microsoft Excel"
Financing for Startup Businesses," Entrepreneurial Finance, Finance, Entrepreneurship, Financial Analysis, FinTech, Financial Management, Investment Management, Microsoft Excel",duke university,USA,61.55,Tài trợ cho các doanh nghiệp khởi nghiệp,"Tài chính doanh nghiệp, Tài chính, Tinh thần kinh doanh, Phân tích tài chính, Công nghệ tài chính, Quản lý tài chính, Quản lý đầu tư, Microsoft Excel"
Innovations in Investment Technology: Artificial Intelligence," FinTech, Finance, Machine Learning, Algorithms, Investment Management, Leadership and Management, Risk Management, Decision Making, Statistical Analysis, Statistical Machine Learning",university of michigan,Unknown,62.39938193343899,Đổi mới công nghệ đầu tư: Trí tuệ nhân tạo,"FinTech, Tài chính, Học máy, Thuật toán, Quản lý đầu tư, Lãnh đạo và Quản lý, Quản lý rủi ro, Ra quyết định, Phân tích thống kê, Học máy thống kê"
Blockchain and Business," BlockChain, FinTech, Finance, Strategy and Operations, Entrepreneurship, Contract Management, Human Resources, Leadership and Management, Research and Design, Recruitment, Strategy",insead,Unknown,62.39938193343899,Chuỗi khối và kinh doanh,"BlockChain, FinTech, Tài chính, Chiến lược và Hoạt động, Tinh thần kinh doanh, Quản lý hợp đồng, Nhân sự, Lãnh đạo và Quản lý, Nghiên cứu và Thiết kế, Tuyển dụng, Chiến lược"
Introduction to Blockchain," BlockChain, Cryptography, Benefits",association of international certified professional accountants,Unknown,62.39938193343899,Giới thiệu về chuỗi khối,"BlockChain, Mật mã, Lợi ích"
